usage_id,employee_id,tool_name,usage_date,minutes_used,tasks_completed
481,353,AWS CodeWhisperer,2024-01-21 00:00:00,57,17
482,800,AWS CodeWhisperer,2024-01-21 01:00:00,203,13
483,600,Copilot,2024-01-21 02:00:00,199,10
484,652,Copilot,2024-01-21 03:00:00,89,17
485,262,Tableau AI,2024-01-21 04:00:00,218,14
486,27,Tableau AI,2024-01-21 05:00:00,116,18
487,430,Copilot,2024-01-21 06:00:00,43,4
488,375,Tableau AI,2024-01-21 07:00:00,210,15
489,386,ChatGPT,2024-01-21 08:00:00,125,7
490,850,Tableau AI,2024-01-21 09:00:00,133,8
491,965,Copilot,2024-01-21 10:00:00,130,3
492,561,Tableau AI,2024-01-21 11:00:00,50,4
493,384,GitHub Copilot,2024-01-21 12:00:00,86,4
494,967,AWS CodeWhisperer,2024-01-21 13:00:00,12,18
495,83,AWS CodeWhisperer,2024-01-21 14:00:00,102,16
496,41,AWS CodeWhisperer,2024-01-21 15:00:00,196,4
497,536,Copilot,2024-01-21 16:00:00,11,3
498,2,Copilot,2024-01-21 17:00:00,121,15
499,802,Tableau AI,2024-01-21 18:00:00,23,8
500,77,AWS CodeWhisperer,2024-01-21 19:00:00,142,3
501,104,Copilot,2024-01-21 20:00:00,220,15
502,565,ChatGPT,2024-01-21 21:00:00,185,14
503,402,ChatGPT,2024-01-21 22:00:00,185,13
504,28,AWS CodeWhisperer,2024-01-21 23:00:00,153,6
505,35,Tableau AI,2024-01-22 00:00:00,158,18
506,262,AWS CodeWhisperer,2024-01-22 01:00:00,56,13
507,181,GitHub Copilot,2024-01-22 02:00:00,87,6
508,417,ChatGPT,2024-01-22 03:00:00,107,14
509,227,Tableau AI,2024-01-22 04:00:00,222,8
510,437,GitHub Copilot,2024-01-22 05:00:00,56,7
511,463,Copilot,2024-01-22 06:00:00,191,16
512,675,AWS CodeWhisperer,2024-01-22 07:00:00,16,11
513,111,AWS CodeWhisperer,2024-01-22 08:00:00,82,7
514,627,ChatGPT,2024-01-22 09:00:00,171,8
515,372,AWS CodeWhisperer,2024-01-22 10:00:00,14,8
516,100,Tableau AI,2024-01-22 11:00:00,199,11
517,438,Copilot,2024-01-22 12:00:00,112,17
518,41,Copilot,2024-01-22 13:00:00,152,4
519,136,AWS CodeWhisperer,2024-01-22 14:00:00,41,3
520,835,Copilot,2024-01-22 15:00:00,120,16
521,586,Copilot,2024-01-22 16:00:00,13,2
522,399,ChatGPT,2024-01-22 17:00:00,70,2
523,241,Copilot,2024-01-22 18:00:00,18,10
524,602,GitHub Copilot,2024-01-22 19:00:00,144,12
525,377,GitHub Copilot,2024-01-22 20:00:00,54,18
526,226,Copilot,2024-01-22 21:00:00,183,16
527,131,GitHub Copilot,2024-01-22 22:00:00,45,12
528,834,ChatGPT,2024-01-22 23:00:00,58,17
529,878,Tableau AI,2024-01-23 00:00:00,192,5
530,322,Copilot,2024-01-23 01:00:00,99,17
531,778,ChatGPT,2024-01-23 02:00:00,219,14
532,396,ChatGPT,2024-01-23 03:00:00,163,19
533,681,ChatGPT,2024-01-23 04:00:00,208,6
534,173,GitHub Copilot,2024-01-23 05:00:00,12,17
535,337,ChatGPT,2024-01-23 06:00:00,161,18
536,948,AWS CodeWhisperer,2024-01-23 07:00:00,101,7
537,502,Copilot,2024-01-23 08:00:00,238,1
538,22,Copilot,2024-01-23 09:00:00,195,7
539,825,ChatGPT,2024-01-23 10:00:00,94,11
540,530,AWS CodeWhisperer,2024-01-23 11:00:00,101,7
541,218,GitHub Copilot,2024-01-23 12:00:00,159,13
542,950,Tableau AI,2024-01-23 13:00:00,145,6
543,646,AWS CodeWhisperer,2024-01-23 14:00:00,108,6
544,493,Tableau AI,2024-01-23 15:00:00,79,10
545,772,Copilot,2024-01-23 16:00:00,23,9
546,932,GitHub Copilot,2024-01-23 17:00:00,216,18
547,742,Tableau AI,2024-01-23 18:00:00,75,9
548,984,GitHub Copilot,2024-01-23 19:00:00,99,5
549,548,Copilot,2024-01-23 20:00:00,107,10
550,176,AWS CodeWhisperer,2024-01-23 21:00:00,29,7
551,886,ChatGPT,2024-01-23 22:00:00,31,5
552,461,Tableau AI,2024-01-23 23:00:00,19,19
553,481,AWS CodeWhisperer,2024-01-24 00:00:00,85,16
554,527,ChatGPT,2024-01-24 01:00:00,165,14
555,739,ChatGPT,2024-01-24 02:00:00,87,17
556,595,GitHub Copilot,2024-01-24 03:00:00,114,13
557,9,Copilot,2024-01-24 04:00:00,89,1
558,232,AWS CodeWhisperer,2024-01-24 05:00:00,100,18
559,172,Tableau AI,2024-01-24 06:00:00,79,11
560,499,Copilot,2024-01-24 07:00:00,115,14
561,884,Copilot,2024-01-24 08:00:00,145,7
562,228,AWS CodeWhisperer,2024-01-24 09:00:00,20,18
563,636,Tableau AI,2024-01-24 10:00:00,175,17
564,877,AWS CodeWhisperer,2024-01-24 11:00:00,148,4
565,841,Copilot,2024-01-24 12:00:00,174,12
566,207,ChatGPT,2024-01-24 13:00:00,88,3
567,589,Copilot,2024-01-24 14:00:00,50,13
568,317,AWS CodeWhisperer,2024-01-24 15:00:00,161,9
569,899,ChatGPT,2024-01-24 16:00:00,82,6
570,716,AWS CodeWhisperer,2024-01-24 17:00:00,219,5
571,495,Copilot,2024-01-24 18:00:00,172,7
572,191,AWS CodeWhisperer,2024-01-24 19:00:00,38,13
573,465,AWS CodeWhisperer,2024-01-24 20:00:00,135,12
574,804,Copilot,2024-01-24 21:00:00,158,5
575,568,ChatGPT,2024-01-24 22:00:00,192,10
576,438,ChatGPT,2024-01-24 23:00:00,184,3
577,830,ChatGPT,2024-01-25 00:00:00,215,11
578,203,Tableau AI,2024-01-25 01:00:00,157,19
579,514,Copilot,2024-01-25 02:00:00,30,5
580,536,ChatGPT,2024-01-25 03:00:00,201,17
581,206,Tableau AI,2024-01-25 04:00:00,186,2
582,600,GitHub Copilot,2024-01-25 05:00:00,146,16
583,655,AWS CodeWhisperer,2024-01-25 06:00:00,131,2
584,512,Copilot,2024-01-25 07:00:00,225,13
585,360,ChatGPT,2024-01-25 08:00:00,128,8
586,880,GitHub Copilot,2024-01-25 09:00:00,44,17
587,946,Copilot,2024-01-25 10:00:00,150,13
588,675,AWS CodeWhisperer,2024-01-25 11:00:00,155,6
589,108,Tableau AI,2024-01-25 12:00:00,60,1
590,399,Tableau AI,2024-01-25 13:00:00,74,13
591,144,ChatGPT,2024-01-25 14:00:00,150,9
592,817,Copilot,2024-01-25 15:00:00,62,7
593,234,Tableau AI,2024-01-25 16:00:00,82,16
594,384,Copilot,2024-01-25 17:00:00,169,12
595,42,GitHub Copilot,2024-01-25 18:00:00,21,4
596,381,GitHub Copilot,2024-01-25 19:00:00,178,4
597,194,GitHub Copilot,2024-01-25 20:00:00,207,5
598,934,GitHub Copilot,2024-01-25 21:00:00,71,17
599,936,Tableau AI,2024-01-25 22:00:00,149,3
600,657,GitHub Copilot,2024-01-25 23:00:00,10,8
601,228,GitHub Copilot,2024-01-26 00:00:00,178,6
602,664,Copilot,2024-01-26 01:00:00,230,4
603,286,ChatGPT,2024-01-26 02:00:00,228,11
604,714,ChatGPT,2024-01-26 03:00:00,96,1
605,868,GitHub Copilot,2024-01-26 04:00:00,157,18
606,231,ChatGPT,2024-01-26 05:00:00,186,4
607,210,GitHub Copilot,2024-01-26 06:00:00,93,3
608,620,ChatGPT,2024-01-26 07:00:00,180,13
609,360,Copilot,2024-01-26 08:00:00,231,12
610,958,GitHub Copilot,2024-01-26 09:00:00,189,17
611,783,AWS CodeWhisperer,2024-01-26 10:00:00,108,16
612,977,Copilot,2024-01-26 11:00:00,92,15
613,372,Tableau AI,2024-01-26 12:00:00,14,4
614,609,AWS CodeWhisperer,2024-01-26 13:00:00,201,10
615,788,ChatGPT,2024-01-26 14:00:00,202,1
616,316,Copilot,2024-01-26 15:00:00,38,12
617,804,Tableau AI,2024-01-26 16:00:00,197,1
618,43,AWS CodeWhisperer,2024-01-26 17:00:00,190,16
619,134,GitHub Copilot,2024-01-26 18:00:00,123,16
620,285,AWS CodeWhisperer,2024-01-26 19:00:00,30,14
621,860,ChatGPT,2024-01-26 20:00:00,139,14
622,921,Tableau AI,2024-01-26 21:00:00,88,7
623,446,Copilot,2024-01-26 22:00:00,15,7
624,779,GitHub Copilot,2024-01-26 23:00:00,90,10
625,749,Tableau AI,2024-01-27 00:00:00,16,2
626,837,Copilot,2024-01-27 01:00:00,10,15
627,168,Copilot,2024-01-27 02:00:00,219,8
628,54,ChatGPT,2024-01-27 03:00:00,15,8
629,819,AWS CodeWhisperer,2024-01-27 04:00:00,23,15
630,378,Copilot,2024-01-27 05:00:00,103,3
631,369,Tableau AI,2024-01-27 06:00:00,61,5
632,118,ChatGPT,2024-01-27 07:00:00,42,12
633,141,GitHub Copilot,2024-01-27 08:00:00,23,17
634,268,GitHub Copilot,2024-01-27 09:00:00,81,1
635,484,GitHub Copilot,2024-01-27 10:00:00,156,19
636,598,Tableau AI,2024-01-27 11:00:00,37,16
637,357,Copilot,2024-01-27 12:00:00,17,8
638,5,GitHub Copilot,2024-01-27 13:00:00,74,9
639,904,Copilot,2024-01-27 14:00:00,116,2
640,256,Copilot,2024-01-27 15:00:00,101,9
641,473,AWS CodeWhisperer,2024-01-27 16:00:00,208,18
642,928,GitHub Copilot,2024-01-27 17:00:00,67,5
643,441,Tableau AI,2024-01-27 18:00:00,216,13
644,930,Tableau AI,2024-01-27 19:00:00,223,16
645,881,ChatGPT,2024-01-27 20:00:00,185,8
646,311,GitHub Copilot,2024-01-27 21:00:00,120,2
647,524,Copilot,2024-01-27 22:00:00,47,8
648,156,GitHub Copilot,2024-01-27 23:00:00,190,10
649,813,ChatGPT,2024-01-28 00:00:00,42,10
650,497,GitHub Copilot,2024-01-28 01:00:00,35,2
651,891,Tableau AI,2024-01-28 02:00:00,65,2
652,134,GitHub Copilot,2024-01-28 03:00:00,177,6
653,575,AWS CodeWhisperer,2024-01-28 04:00:00,42,4
654,659,Copilot,2024-01-28 05:00:00,176,17
655,873,Copilot,2024-01-28 06:00:00,174,5
656,12,ChatGPT,2024-01-28 07:00:00,221,8
657,23,GitHub Copilot,2024-01-28 08:00:00,184,10
658,294,Tableau AI,2024-01-28 09:00:00,116,7
659,437,AWS CodeWhisperer,2024-01-28 10:00:00,63,19
660,604,ChatGPT,2024-01-28 11:00:00,47,17
661,909,ChatGPT,2024-01-28 12:00:00,152,9
662,414,GitHub Copilot,2024-01-28 13:00:00,29,13
663,308,Copilot,2024-01-28 14:00:00,117,10
664,630,Tableau AI,2024-01-28 15:00:00,159,14
665,819,AWS CodeWhisperer,2024-01-28 16:00:00,12,8
666,701,Tableau AI,2024-01-28 17:00:00,224,13
667,270,Copilot,2024-01-28 18:00:00,101,16
668,22,ChatGPT,2024-01-28 19:00:00,47,13
669,557,GitHub Copilot,2024-01-28 20:00:00,126,1
670,550,AWS CodeWhisperer,2024-01-28 21:00:00,200,1
671,792,AWS CodeWhisperer,2024-01-28 22:00:00,202,16
672,22,Tableau AI,2024-01-28 23:00:00,69,5
673,73,AWS CodeWhisperer,2024-01-29 00:00:00,89,18
674,788,Tableau AI,2024-01-29 01:00:00,226,6
675,745,GitHub Copilot,2024-01-29 02:00:00,80,7
676,112,ChatGPT,2024-01-29 03:00:00,169,4
677,835,Tableau AI,2024-01-29 04:00:00,128,15
678,139,AWS CodeWhisperer,2024-01-29 05:00:00,231,3
679,512,Tableau AI,2024-01-29 06:00:00,173,1
680,821,Tableau AI,2024-01-29 07:00:00,102,1
681,537,Tableau AI,2024-01-29 08:00:00,117,1
682,670,Tableau AI,2024-01-29 09:00:00,117,16
683,862,Copilot,2024-01-29 10:00:00,73,10
684,743,ChatGPT,2024-01-29 11:00:00,153,9
685,323,ChatGPT,2024-01-29 12:00:00,131,2
686,793,AWS CodeWhisperer,2024-01-29 13:00:00,189,17
687,77,GitHub Copilot,2024-01-29 14:00:00,148,18
688,554,AWS CodeWhisperer,2024-01-29 15:00:00,198,10
689,699,Tableau AI,2024-01-29 16:00:00,27,7
690,865,ChatGPT,2024-01-29 17:00:00,169,19
691,631,AWS CodeWhisperer,2024-01-29 18:00:00,171,1
692,479,ChatGPT,2024-01-29 19:00:00,46,19
693,64,Copilot,2024-01-29 20:00:00,101,19
694,970,GitHub Copilot,2024-01-29 21:00:00,168,12
695,559,Copilot,2024-01-29 22:00:00,227,15
696,596,Copilot,2024-01-29 23:00:00,141,9
697,740,Tableau AI,2024-01-30 00:00:00,146,7
698,776,ChatGPT,2024-01-30 01:00:00,72,15
699,593,Tableau AI,2024-01-30 02:00:00,106,16
700,544,ChatGPT,2024-01-30 03:00:00,113,12
701,512,ChatGPT,2024-01-30 04:00:00,130,14
702,943,AWS CodeWhisperer,2024-01-30 05:00:00,76,4
703,592,ChatGPT,2024-01-30 06:00:00,168,9
704,855,ChatGPT,2024-01-30 07:00:00,121,4
705,335,GitHub Copilot,2024-01-30 08:00:00,192,16
706,261,GitHub Copilot,2024-01-30 09:00:00,200,7
707,622,GitHub Copilot,2024-01-30 10:00:00,100,11
708,402,GitHub Copilot,2024-01-30 11:00:00,41,8
709,252,ChatGPT,2024-01-30 12:00:00,189,5
710,649,AWS CodeWhisperer,2024-01-30 13:00:00,202,12
711,797,Copilot,2024-01-30 14:00:00,221,13
712,345,AWS CodeWhisperer,2024-01-30 15:00:00,53,4
713,761,Tableau AI,2024-01-30 16:00:00,88,11
714,614,Tableau AI,2024-01-30 17:00:00,184,5
715,668,Copilot,2024-01-30 18:00:00,112,8
716,441,ChatGPT,2024-01-30 19:00:00,157,18
717,863,ChatGPT,2024-01-30 20:00:00,34,4
718,23,Copilot,2024-01-30 21:00:00,58,17
719,646,GitHub Copilot,2024-01-30 22:00:00,22,15
720,937,ChatGPT,2024-01-30 23:00:00,171,19
721,200,Copilot,2024-01-31 00:00:00,186,12
722,706,Tableau AI,2024-01-31 01:00:00,86,1
723,421,Copilot,2024-01-31 02:00:00,80,1
724,604,GitHub Copilot,2024-01-31 03:00:00,147,8
725,77,GitHub Copilot,2024-01-31 04:00:00,212,18
726,35,Copilot,2024-01-31 05:00:00,187,13
727,490,Copilot,2024-01-31 06:00:00,64,8
728,48,ChatGPT,2024-01-31 07:00:00,152,19
729,892,ChatGPT,2024-01-31 08:00:00,117,19
730,431,Copilot,2024-01-31 09:00:00,136,17
731,855,AWS CodeWhisperer,2024-01-31 10:00:00,44,3
732,824,Copilot,2024-01-31 11:00:00,93,1
733,975,AWS CodeWhisperer,2024-01-31 12:00:00,124,11
734,988,GitHub Copilot,2024-01-31 13:00:00,210,11
735,63,GitHub Copilot,2024-01-31 14:00:00,220,5
736,450,Tableau AI,2024-01-31 15:00:00,125,5
737,798,Copilot,2024-01-31 16:00:00,47,7
738,779,Copilot,2024-01-31 17:00:00,182,18
739,492,AWS CodeWhisperer,2024-01-31 18:00:00,116,9
740,228,ChatGPT,2024-01-31 19:00:00,219,3
741,61,Copilot,2024-01-31 20:00:00,63,16
742,18,GitHub Copilot,2024-01-31 21:00:00,169,13
743,116,Tableau AI,2024-01-31 22:00:00,81,13
744,841,GitHub Copilot,2024-01-31 23:00:00,186,14
745,588,AWS CodeWhisperer,2024-02-01 00:00:00,90,15
746,244,Tableau AI,2024-02-01 01:00:00,44,2
747,823,GitHub Copilot,2024-02-01 02:00:00,124,18
748,117,ChatGPT,2024-02-01 03:00:00,188,19
749,198,GitHub Copilot,2024-02-01 04:00:00,128,14
750,397,GitHub Copilot,2024-02-01 05:00:00,158,12
751,264,Tableau AI,2024-02-01 06:00:00,209,15
752,105,Copilot,2024-02-01 07:00:00,188,15
753,585,Copilot,2024-02-01 08:00:00,69,6
754,295,Tableau AI,2024-02-01 09:00:00,160,2
755,221,AWS CodeWhisperer,2024-02-01 10:00:00,98,2
756,884,Copilot,2024-02-01 11:00:00,43,13
757,231,GitHub Copilot,2024-02-01 12:00:00,239,17
758,132,Copilot,2024-02-01 13:00:00,103,15
759,960,AWS CodeWhisperer,2024-02-01 14:00:00,76,18
760,904,ChatGPT,2024-02-01 15:00:00,32,1
761,782,AWS CodeWhisperer,2024-02-01 16:00:00,219,4
762,750,ChatGPT,2024-02-01 17:00:00,145,8
763,427,AWS CodeWhisperer,2024-02-01 18:00:00,126,14
764,638,GitHub Copilot,2024-02-01 19:00:00,217,3
765,311,GitHub Copilot,2024-02-01 20:00:00,206,15
766,941,ChatGPT,2024-02-01 21:00:00,31,8
767,709,GitHub Copilot,2024-02-01 22:00:00,70,2
768,307,AWS CodeWhisperer,2024-02-01 23:00:00,186,18
769,127,AWS CodeWhisperer,2024-02-02 00:00:00,44,16
770,734,Tableau AI,2024-02-02 01:00:00,91,13
771,639,Tableau AI,2024-02-02 02:00:00,35,2
772,809,Tableau AI,2024-02-02 03:00:00,185,18
773,612,GitHub Copilot,2024-02-02 04:00:00,171,10
774,833,Tableau AI,2024-02-02 05:00:00,125,11
775,239,GitHub Copilot,2024-02-02 06:00:00,25,17
776,928,ChatGPT,2024-02-02 07:00:00,134,14
777,177,ChatGPT,2024-02-02 08:00:00,231,6
778,805,Tableau AI,2024-02-02 09:00:00,135,13
779,98,Copilot,2024-02-02 10:00:00,132,3
780,263,GitHub Copilot,2024-02-02 11:00:00,81,11
781,663,GitHub Copilot,2024-02-02 12:00:00,174,14
782,88,ChatGPT,2024-02-02 13:00:00,148,12
783,758,Copilot,2024-02-02 14:00:00,217,14
784,45,ChatGPT,2024-02-02 15:00:00,156,3
785,543,AWS CodeWhisperer,2024-02-02 16:00:00,11,8
786,185,Copilot,2024-02-02 17:00:00,60,10
787,202,GitHub Copilot,2024-02-02 18:00:00,182,2
788,907,Copilot,2024-02-02 19:00:00,155,8
789,254,Tableau AI,2024-02-02 20:00:00,42,15
790,480,ChatGPT,2024-02-02 21:00:00,154,12
791,355,Copilot,2024-02-02 22:00:00,176,15
792,476,ChatGPT,2024-02-02 23:00:00,191,13
793,151,ChatGPT,2024-02-03 00:00:00,234,2
794,103,Copilot,2024-02-03 01:00:00,96,16
795,426,AWS CodeWhisperer,2024-02-03 02:00:00,89,11
796,15,Copilot,2024-02-03 03:00:00,37,18
797,119,AWS CodeWhisperer,2024-02-03 04:00:00,162,15
798,154,AWS CodeWhisperer,2024-02-03 05:00:00,106,13
799,441,ChatGPT,2024-02-03 06:00:00,61,11
800,938,AWS CodeWhisperer,2024-02-03 07:00:00,239,17
801,804,GitHub Copilot,2024-02-03 08:00:00,180,16
802,306,Copilot,2024-02-03 09:00:00,119,12
803,745,AWS CodeWhisperer,2024-02-03 10:00:00,30,19
804,10,Copilot,2024-02-03 11:00:00,98,4
805,324,AWS CodeWhisperer,2024-02-03 12:00:00,111,7
806,518,Copilot,2024-02-03 13:00:00,130,16
807,504,Copilot,2024-02-03 14:00:00,191,16
808,3,ChatGPT,2024-02-03 15:00:00,183,2
809,665,GitHub Copilot,2024-02-03 16:00:00,233,18
810,552,AWS CodeWhisperer,2024-02-03 17:00:00,14,6
811,488,Copilot,2024-02-03 18:00:00,214,16
812,801,AWS CodeWhisperer,2024-02-03 19:00:00,56,7
813,282,AWS CodeWhisperer,2024-02-03 20:00:00,162,13
814,102,AWS CodeWhisperer,2024-02-03 21:00:00,230,14
815,249,Copilot,2024-02-03 22:00:00,68,8
816,173,GitHub Copilot,2024-02-03 23:00:00,75,4
817,701,GitHub Copilot,2024-02-04 00:00:00,45,19
818,278,GitHub Copilot,2024-02-04 01:00:00,33,6
819,35,Copilot,2024-02-04 02:00:00,209,11
820,929,GitHub Copilot,2024-02-04 03:00:00,234,5
821,825,Copilot,2024-02-04 04:00:00,158,12
822,768,GitHub Copilot,2024-02-04 05:00:00,225,5
823,788,AWS CodeWhisperer,2024-02-04 06:00:00,131,9
824,626,GitHub Copilot,2024-02-04 07:00:00,134,19
825,337,Tableau AI,2024-02-04 08:00:00,68,14
826,895,GitHub Copilot,2024-02-04 09:00:00,181,4
827,438,Tableau AI,2024-02-04 10:00:00,79,11
828,483,Copilot,2024-02-04 11:00:00,200,7
829,703,GitHub Copilot,2024-02-04 12:00:00,148,12
830,648,GitHub Copilot,2024-02-04 13:00:00,45,10
831,748,GitHub Copilot,2024-02-04 14:00:00,109,15
832,220,GitHub Copilot,2024-02-04 15:00:00,231,3
833,202,Copilot,2024-02-04 16:00:00,96,19
834,191,GitHub Copilot,2024-02-04 17:00:00,194,5
835,713,AWS CodeWhisperer,2024-02-04 18:00:00,80,18
836,238,GitHub Copilot,2024-02-04 19:00:00,81,14
837,455,GitHub Copilot,2024-02-04 20:00:00,35,5
838,597,Tableau AI,2024-02-04 21:00:00,183,15
839,658,Copilot,2024-02-04 22:00:00,107,15
840,136,ChatGPT,2024-02-04 23:00:00,86,8
841,194,GitHub Copilot,2024-02-05 00:00:00,84,16
842,717,Copilot,2024-02-05 01:00:00,82,16
843,983,GitHub Copilot,2024-02-05 02:00:00,118,19
844,863,GitHub Copilot,2024-02-05 03:00:00,13,11
845,253,Copilot,2024-02-05 04:00:00,226,9
846,604,Tableau AI,2024-02-05 05:00:00,155,3
847,564,Tableau AI,2024-02-05 06:00:00,138,8
848,864,Tableau AI,2024-02-05 07:00:00,80,18
849,759,GitHub Copilot,2024-02-05 08:00:00,72,9
850,883,AWS CodeWhisperer,2024-02-05 09:00:00,51,1
851,608,AWS CodeWhisperer,2024-02-05 10:00:00,218,11
852,763,Copilot,2024-02-05 11:00:00,27,5
853,639,ChatGPT,2024-02-05 12:00:00,157,12
854,163,Tableau AI,2024-02-05 13:00:00,89,4
855,859,Copilot,2024-02-05 14:00:00,80,1
856,184,Copilot,2024-02-05 15:00:00,117,12
857,294,GitHub Copilot,2024-02-05 16:00:00,179,1
858,213,Copilot,2024-02-05 17:00:00,41,17
859,464,ChatGPT,2024-02-05 18:00:00,215,15
860,184,Tableau AI,2024-02-05 19:00:00,187,15
861,473,GitHub Copilot,2024-02-05 20:00:00,72,6
862,610,Copilot,2024-02-05 21:00:00,77,6
863,699,Copilot,2024-02-05 22:00:00,79,3
864,797,Copilot,2024-02-05 23:00:00,143,1
865,234,ChatGPT,2024-02-06 00:00:00,47,7
866,885,AWS CodeWhisperer,2024-02-06 01:00:00,108,7
867,861,GitHub Copilot,2024-02-06 02:00:00,139,17
868,490,GitHub Copilot,2024-02-06 03:00:00,95,11
869,160,Copilot,2024-02-06 04:00:00,173,19
870,287,ChatGPT,2024-02-06 05:00:00,186,15
871,295,Copilot,2024-02-06 06:00:00,105,6
872,147,ChatGPT,2024-02-06 07:00:00,179,16
873,705,GitHub Copilot,2024-02-06 08:00:00,163,2
874,765,AWS CodeWhisperer,2024-02-06 09:00:00,70,12
875,926,Copilot,2024-02-06 10:00:00,181,13
876,701,GitHub Copilot,2024-02-06 11:00:00,202,1
877,878,ChatGPT,2024-02-06 12:00:00,34,7
878,36,GitHub Copilot,2024-02-06 13:00:00,140,17
879,552,Tableau AI,2024-02-06 14:00:00,227,8
880,188,ChatGPT,2024-02-06 15:00:00,53,19
881,327,GitHub Copilot,2024-02-06 16:00:00,60,1
882,757,ChatGPT,2024-02-06 17:00:00,51,7
883,194,Copilot,2024-02-06 18:00:00,181,9
884,358,Tableau AI,2024-02-06 19:00:00,180,13
885,353,GitHub Copilot,2024-02-06 20:00:00,120,6
886,746,ChatGPT,2024-02-06 21:00:00,51,8
887,306,ChatGPT,2024-02-06 22:00:00,112,17
888,580,ChatGPT,2024-02-06 23:00:00,174,7
889,127,Copilot,2024-02-07 00:00:00,17,15
890,911,Copilot,2024-02-07 01:00:00,39,12
891,963,AWS CodeWhisperer,2024-02-07 02:00:00,186,17
892,295,GitHub Copilot,2024-02-07 03:00:00,36,17
893,50,AWS CodeWhisperer,2024-02-07 04:00:00,152,1
894,152,GitHub Copilot,2024-02-07 05:00:00,112,4
895,329,GitHub Copilot,2024-02-07 06:00:00,170,1
896,71,Tableau AI,2024-02-07 07:00:00,88,10
897,271,Copilot,2024-02-07 08:00:00,212,11
898,84,ChatGPT,2024-02-07 09:00:00,228,11
899,119,AWS CodeWhisperer,2024-02-07 10:00:00,170,3
900,511,ChatGPT,2024-02-07 11:00:00,37,16
901,721,ChatGPT,2024-02-07 12:00:00,215,17
902,724,AWS CodeWhisperer,2024-02-07 13:00:00,225,3
903,903,ChatGPT,2024-02-07 14:00:00,114,15
904,238,ChatGPT,2024-02-07 15:00:00,72,1
905,499,GitHub Copilot,2024-02-07 16:00:00,86,4
906,988,ChatGPT,2024-02-07 17:00:00,43,7
907,169,AWS CodeWhisperer,2024-02-07 18:00:00,219,6
908,167,GitHub Copilot,2024-02-07 19:00:00,221,10
909,998,GitHub Copilot,2024-02-07 20:00:00,229,12
910,6,GitHub Copilot,2024-02-07 21:00:00,16,17
911,795,AWS CodeWhisperer,2024-02-07 22:00:00,128,15
912,235,Tableau AI,2024-02-07 23:00:00,120,2
913,811,Tableau AI,2024-02-08 00:00:00,129,7
914,350,Copilot,2024-02-08 01:00:00,76,4
915,52,Tableau AI,2024-02-08 02:00:00,139,15
916,607,AWS CodeWhisperer,2024-02-08 03:00:00,202,1
917,165,GitHub Copilot,2024-02-08 04:00:00,110,5
918,342,AWS CodeWhisperer,2024-02-08 05:00:00,202,12
919,426,Tableau AI,2024-02-08 06:00:00,14,3
920,510,GitHub Copilot,2024-02-08 07:00:00,43,13
921,683,GitHub Copilot,2024-02-08 08:00:00,192,11
922,335,ChatGPT,2024-02-08 09:00:00,174,13
923,361,GitHub Copilot,2024-02-08 10:00:00,226,8
924,859,Copilot,2024-02-08 11:00:00,47,11
925,458,Tableau AI,2024-02-08 12:00:00,148,15
926,753,GitHub Copilot,2024-02-08 13:00:00,157,13
927,303,ChatGPT,2024-02-08 14:00:00,167,5
928,189,ChatGPT,2024-02-08 15:00:00,221,8
929,991,Copilot,2024-02-08 16:00:00,139,17
930,903,Tableau AI,2024-02-08 17:00:00,234,7
931,122,GitHub Copilot,2024-02-08 18:00:00,32,4
932,329,ChatGPT,2024-02-08 19:00:00,173,14
933,443,AWS CodeWhisperer,2024-02-08 20:00:00,55,14
934,450,Copilot,2024-02-08 21:00:00,191,15
935,463,Tableau AI,2024-02-08 22:00:00,144,11
936,415,Copilot,2024-02-08 23:00:00,144,19
937,473,GitHub Copilot,2024-02-09 00:00:00,37,1
938,293,Tableau AI,2024-02-09 01:00:00,162,2
939,193,AWS CodeWhisperer,2024-02-09 02:00:00,174,13
940,89,GitHub Copilot,2024-02-09 03:00:00,13,7
941,420,ChatGPT,2024-02-09 04:00:00,149,7
942,683,AWS CodeWhisperer,2024-02-09 05:00:00,223,7
943,232,ChatGPT,2024-02-09 06:00:00,19,11
944,975,ChatGPT,2024-02-09 07:00:00,75,8
945,86,AWS CodeWhisperer,2024-02-09 08:00:00,223,12
946,614,Tableau AI,2024-02-09 09:00:00,130,6
947,451,AWS CodeWhisperer,2024-02-09 10:00:00,102,1
948,620,Tableau AI,2024-02-09 11:00:00,102,14
949,799,GitHub Copilot,2024-02-09 12:00:00,92,19
950,552,Copilot,2024-02-09 13:00:00,224,2
951,499,AWS CodeWhisperer,2024-02-09 14:00:00,51,16
952,111,ChatGPT,2024-02-09 15:00:00,16,10
953,153,GitHub Copilot,2024-02-09 16:00:00,213,12
954,239,GitHub Copilot,2024-02-09 17:00:00,72,14
955,875,Copilot,2024-02-09 18:00:00,94,19
956,235,Tableau AI,2024-02-09 19:00:00,66,8
957,410,Tableau AI,2024-02-09 20:00:00,123,1
958,473,GitHub Copilot,2024-02-09 21:00:00,67,2
959,969,Copilot,2024-02-09 22:00:00,199,13
960,72,Copilot,2024-02-09 23:00:00,180,2
961,209,Copilot,2024-02-10 00:00:00,49,3
962,230,Copilot,2024-02-10 01:00:00,159,7
963,10,AWS CodeWhisperer,2024-02-10 02:00:00,99,8
