employee_id,job_function,department,seniority_level,hire_date
646,Consultant,Advisory,Lead,2016-10-07
647,Manager,Consulting,Senior,2016-10-08
648,Partner,Tax,Lead,2016-10-09
649,Analyst,Tax,Senior,2016-10-10
650,Consultant,Advisory,Executive,2016-10-11
651,Consultant,Tax,Executive,2016-10-12
652,Consultant,Audit,Senior,2016-10-13
653,Manager,Consulting,Executive,2016-10-14
654,Partner,Audit,Senior,2016-10-15
655,Partner,Tax,Executive,2016-10-16
656,Analyst,Advisory,Junior,2016-10-17
657,Analyst,Consulting,Junior,2016-10-18
658,Consultant,Tax,Junior,2016-10-19
659,Analyst,Tax,Lead,2016-10-20
660,Manager,Advisory,Lead,2016-10-21
661,Partner,Advisory,Junior,2016-10-22
662,Consultant,Audit,Lead,2016-10-23
663,Analyst,Consulting,Executive,2016-10-24
664,Manager,Consulting,Senior,2016-10-25
665,Manager,Advisory,Senior,2016-10-26
666,Analyst,Audit,Senior,2016-10-27
667,Partner,Consulting,Junior,2016-10-28
668,Analyst,Advisory,Lead,2016-10-29
669,Consultant,Tax,Executive,2016-10-30
670,Analyst,Consulting,Executive,2016-10-31
671,Manager,Audit,Junior,2016-11-01
672,Analyst,Audit,Executive,2016-11-02
673,Partner,Audit,Executive,2016-11-03
674,Director,Tax,Executive,2016-11-04
675,Analyst,Consulting,Executive,2016-11-05
676,Partner,Consulting,Lead,2016-11-06
677,Partner,Tax,Executive,2016-11-07
678,Manager,Consulting,Senior,2016-11-08
679,Partner,Tax,Junior,2016-11-09
680,Partner,Tax,Lead,2016-11-10
681,Partner,Tax,Executive,2016-11-11
682,Partner,Audit,Lead,2016-11-12
683,Consultant,Consulting,Executive,2016-11-13
684,Consultant,Tax,Senior,2016-11-14
685,Manager,Consulting,Junior,2016-11-15
686,Analyst,Audit,Executive,2016-11-16
687,Partner,Tax,Executive,2016-11-17
688,Analyst,Advisory,Executive,2016-11-18
689,Analyst,Audit,Executive,2016-11-19
690,Manager,Advisory,Junior,2016-11-20
691,Partner,Consulting,Junior,2016-11-21
692,Partner,Consulting,Senior,2016-11-22
693,Director,Audit,Junior,2016-11-23
694,Analyst,Consulting,Executive,2016-11-24
695,Analyst,Advisory,Senior,2016-11-25
696,Consultant,Tax,Senior,2016-11-26
697,Director,Tax,Senior,2016-11-27
698,Consultant,Tax,Executive,2016-11-28
699,Consultant,Audit,Lead,2016-11-29
700,Consultant,Consulting,Executive,2016-11-30
701,Manager,Advisory,Junior,2016-12-01
702,Manager,Consulting,Junior,2016-12-02
703,Consultant,Consulting,Executive,2016-12-03
704,Director,Consulting,Executive,2016-12-04
705,Analyst,Tax,Senior,2016-12-05
706,Director,Advisory,Executive,2016-12-06
707,Partner,Advisory,Senior,2016-12-07
708,Manager,Consulting,Junior,2016-12-08
709,Analyst,Tax,Senior,2016-12-09
710,Analyst,Tax,Executive,2016-12-10
711,Partner,Advisory,Junior,2016-12-11
712,Partner,Tax,Lead,2016-12-12
713,Consultant,Tax,Senior,2016-12-13
714,Manager,Tax,Junior,2016-12-14
715,Manager,Audit,Senior,2016-12-15
716,Director,Consulting,Junior,2016-12-16
717,Consultant,Advisory,Junior,2016-12-17
718,Consultant,Advisory,Senior,2016-12-18
719,Consultant,Audit,Lead,2016-12-19
720,Consultant,Consulting,Junior,2016-12-20
721,Manager,Advisory,Junior,2016-12-21
722,Manager,Tax,Junior,2016-12-22
723,Consultant,Advisory,Lead,2016-12-23
724,Director,Tax,Lead,2016-12-24
725,Analyst,Audit,Executive,2016-12-25
726,Analyst,Tax,Senior,2016-12-26
727,Director,Advisory,Lead,2016-12-27
728,Consultant,Advisory,Senior,2016-12-28
729,Manager,Advisory,Executive,2016-12-29
730,Analyst,Audit,Senior,2016-12-30
731,Partner,Audit,Lead,2016-12-31
732,Partner,Consulting,Senior,2017-01-01
733,Director,Advisory,Lead,2017-01-02
734,Consultant,Tax,Senior,2017-01-03
735,Analyst,Audit,Lead,2017-01-04
736,Consultant,Advisory,Lead,2017-01-05
737,Analyst,Advisory,Senior,2017-01-06
738,Director,Audit,Executive,2017-01-07
739,Director,Consulting,Junior,2017-01-08
740,Partner,Audit,Executive,2017-01-09
741,Consultant,Audit,Senior,2017-01-10
742,Partner,Tax,Executive,2017-01-11
743,Consultant,Tax,Lead,2017-01-12
744,Partner,Consulting,Junior,2017-01-13
745,Manager,Advisory,Senior,2017-01-14
746,Manager,Audit,Senior,2017-01-15
747,Manager,Consulting,Senior,2017-01-16
748,Manager,Tax,Junior,2017-01-17
749,Analyst,Audit,Lead,2017-01-18
750,Manager,Advisory,Senior,2017-01-19
751,Director,Tax,Executive,2017-01-20
752,Director,Tax,Senior,2017-01-21
753,Analyst,Tax,Senior,2017-01-22
754,Manager,Consulting,Senior,2017-01-23
755,Manager,Advisory,Senior,2017-01-24
756,Manager,Audit,Lead,2017-01-25
757,Partner,Consulting,Executive,2017-01-26
758,Consultant,Consulting,Lead,2017-01-27
759,Partner,Consulting,Executive,2017-01-28
760,Consultant,Tax,Senior,2017-01-29
761,Manager,Advisory,Junior,2017-01-30
762,Manager,Consulting,Lead,2017-01-31
763,Partner,Audit,Junior,2017-02-01
764,Partner,Advisory,Lead,2017-02-02
765,Consultant,Audit,Senior,2017-02-03
766,Director,Advisory,Lead,2017-02-04
767,Consultant,Audit,Senior,2017-02-05
768,Partner,Tax,Lead,2017-02-06
769,Partner,Consulting,Senior,2017-02-07
770,Analyst,Audit,Senior,2017-02-08
771,Partner,Advisory,Executive,2017-02-09
772,Analyst,Consulting,Senior,2017-02-10
773,Director,Consulting,Executive,2017-02-11
774,Consultant,Advisory,Senior,2017-02-12
775,Consultant,Audit,Junior,2017-02-13
776,Analyst,Tax,Senior,2017-02-14
777,Consultant,Tax,Junior,2017-02-15
778,Partner,Audit,Junior,2017-02-16
779,Manager,Consulting,Senior,2017-02-17
780,Analyst,Consulting,Junior,2017-02-18
781,Consultant,Consulting,Executive,2017-02-19
782,Analyst,Consulting,Lead,2017-02-20
783,Analyst,Audit,Senior,2017-02-21
784,Manager,Consulting,Junior,2017-02-22
785,Partner,Advisory,Senior,2017-02-23
786,Analyst,Consulting,Executive,2017-02-24
787,Consultant,Tax,Senior,2017-02-25
788,Director,Consulting,Senior,2017-02-26
789,Analyst,Audit,Junior,2017-02-27
790,Analyst,Tax,Executive,2017-02-28
791,Manager,Audit,Lead,2017-03-01
792,Partner,Audit,Lead,2017-03-02
793,Director,Tax,Junior,2017-03-03
794,Consultant,Audit,Senior,2017-03-04
795,Director,Audit,Junior,2017-03-05
796,Consultant,Consulting,Junior,2017-03-06
797,Partner,Advisory,Junior,2017-03-07
798,Consultant,Audit,Senior,2017-03-08
799,Manager,Audit,Executive,2017-03-09
800,Manager,Audit,Junior,2017-03-10
801,Manager,Consulting,Senior,2017-03-11
802,Manager,Advisory,Executive,2017-03-12
803,Director,Tax,Junior,2017-03-13
804,Partner,Consulting,Lead,2017-03-14
805,Consultant,Consulting,Executive,2017-03-15
806,Consultant,Advisory,Junior,2017-03-16
807,Manager,Advisory,Executive,2017-03-17
808,Manager,Consulting,Executive,2017-03-18
809,Analyst,Tax,Executive,2017-03-19
810,Partner,Consulting,Executive,2017-03-20
811,Director,Advisory,Executive,2017-03-21
812,Consultant,Tax,Executive,2017-03-22
813,Analyst,Advisory,Junior,2017-03-23
814,Analyst,Tax,Lead,2017-03-24
815,Consultant,Audit,Senior,2017-03-25
816,Director,Advisory,Executive,2017-03-26
817,Analyst,Advisory,Senior,2017-03-27
818,Analyst,Consulting,Junior,2017-03-28
819,Partner,Advisory,Executive,2017-03-29
820,Director,Advisory,Lead,2017-03-30
821,Analyst,Audit,Senior,2017-03-31
822,Director,Advisory,Executive,2017-04-01
823,Consultant,Audit,Junior,2017-04-02
824,Manager,Audit,Lead,2017-04-03
825,Analyst,Audit,Senior,2017-04-04
826,Partner,Audit,Senior,2017-04-05
827,Consultant,Tax,Executive,2017-04-06
828,Director,Consulting,Lead,2017-04-07
829,Consultant,Tax,Lead,2017-04-08
830,Analyst,Advisory,Lead,2017-04-09
831,Director,Tax,Lead,2017-04-10
832,Manager,Tax,Junior,2017-04-11
833,Consultant,Advisory,Lead,2017-04-12
834,Analyst,Advisory,Senior,2017-04-13
835,Partner,Advisory,Senior,2017-04-14
836,Director,Tax,Junior,2017-04-15
837,Consultant,Tax,Senior,2017-04-16
838,Consultant,Advisory,Senior,2017-04-17
839,Manager,Consulting,Lead,2017-04-18
840,Manager,Consulting,Senior,2017-04-19
841,Partner,Audit,Junior,2017-04-20
842,Partner,Advisory,Lead,2017-04-21
843,Analyst,Audit,Executive,2017-04-22
844,Analyst,Consulting,Lead,2017-04-23
845,Partner,Audit,Junior,2017-04-24
846,Partner,Advisory,Lead,2017-04-25
847,Director,Advisory,Lead,2017-04-26
848,Manager,Advisory,Junior,2017-04-27
849,Analyst,Tax,Lead,2017-04-28
850,Manager,Audit,Junior,2017-04-29
851,Manager,Consulting,Junior,2017-04-30
852,Partner,Consulting,Executive,2017-05-01
853,Director,Consulting,Senior,2017-05-02
854,Consultant,Tax,Senior,2017-05-03
855,Director,Tax,Lead,2017-05-04
856,Director,Advisory,Lead,2017-05-05
857,Manager,Consulting,Executive,2017-05-06
858,Director,Tax,Executive,2017-05-07
859,Analyst,Advisory,Executive,2017-05-08
860,Manager,Consulting,Junior,2017-05-09
861,Analyst,Audit,Executive,2017-05-10
862,Consultant,Advisory,Executive,2017-05-11
863,Manager,Tax,Lead,2017-05-12
864,Consultant,Tax,Executive,2017-05-13
865,Manager,Advisory,Junior,2017-05-14
866,Partner,Advisory,Junior,2017-05-15
867,Director,Tax,Lead,2017-05-16
868,Partner,Audit,Executive,2017-05-17
869,Consultant,Consulting,Executive,2017-05-18
870,Director,Audit,Junior,2017-05-19
871,Manager,Advisory,Executive,2017-05-20
872,Director,Audit,Executive,2017-05-21
873,Analyst,Tax,Executive,2017-05-22
874,Director,Advisory,Senior,2017-05-23
875,Analyst,Consulting,Lead,2017-05-24
876,Director,Tax,Senior,2017-05-25
877,Analyst,Tax,Lead,2017-05-26
878,Consultant,Consulting,Junior,2017-05-27
879,Partner,Consulting,Executive,2017-05-28
880,Manager,Audit,Lead,2017-05-29
881,Director,Advisory,Senior,2017-05-30
882,Partner,Consulting,Executive,2017-05-31
883,Manager,Consulting,Junior,2017-06-01
884,Manager,Advisory,Lead,2017-06-02
885,Analyst,Consulting,Lead,2017-06-03
886,Consultant,Consulting,Lead,2017-06-04
887,Consultant,Audit,Executive,2017-06-05
888,Partner,Tax,Senior,2017-06-06
889,Consultant,Tax,Senior,2017-06-07
890,Director,Tax,Lead,2017-06-08
891,Consultant,Tax,Junior,2017-06-09
892,Partner,Consulting,Junior,2017-06-10
893,Consultant,Advisory,Senior,2017-06-11
894,Director,Advisory,Junior,2017-06-12
895,Analyst,Audit,Senior,2017-06-13
896,Partner,Audit,Lead,2017-06-14
897,Analyst,Consulting,Senior,2017-06-15
898,Analyst,Advisory,Senior,2017-06-16
899,Analyst,Advisory,Lead,2017-06-17
900,Manager,Tax,Junior,2017-06-18
901,Manager,Consulting,Senior,2017-06-19
902,Analyst,Consulting,Senior,2017-06-20
903,Partner,Tax,Lead,2017-06-21
904,Director,Consulting,Junior,2017-06-22
905,Director,Consulting,Senior,2017-06-23
906,Consultant,Audit,Lead,2017-06-24
907,Partner,Advisory,Senior,2017-06-25
908,Manager,Consulting,Executive,2017-06-26
909,Analyst,Audit,Lead,2017-06-27
910,Consultant,Advisory,Junior,2017-06-28
911,Director,Tax,Junior,2017-06-29
912,Manager,Audit,Junior,2017-06-30
913,Manager,Audit,Junior,2017-07-01
914,Analyst,Advisory,Senior,2017-07-02
915,Director,Tax,Senior,2017-07-03
916,Partner,Audit,Junior,2017-07-04
917,Manager,Consulting,Junior,2017-07-05
918,Analyst,Consulting,Junior,2017-07-06
919,Partner,Consulting,Senior,2017-07-07
920,Director,Tax,Junior,2017-07-08
921,Manager,Audit,Junior,2017-07-09
922,Partner,Consulting,Executive,2017-07-10
923,Partner,Tax,Executive,2017-07-11
924,Partner,Consulting,Junior,2017-07-12
925,Manager,Advisory,Lead,2017-07-13
926,Manager,Audit,Junior,2017-07-14
927,Consultant,Audit,Executive,2017-07-15
928,Director,Tax,Lead,2017-07-16
929,Analyst,Tax,Lead,2017-07-17
930,Partner,Audit,Junior,2017-07-18
931,Consultant,Consulting,Executive,2017-07-19
932,Analyst,Consulting,Executive,2017-07-20
933,Consultant,Advisory,Lead,2017-07-21
934,Manager,Consulting,Junior,2017-07-22
935,Partner,Tax,Senior,2017-07-23
936,Analyst,Tax,Senior,2017-07-24
937,Analyst,Consulting,Executive,2017-07-25
938,Analyst,Tax,Senior,2017-07-26
939,Analyst,Audit,Executive,2017-07-27
940,Analyst,Audit,Executive,2017-07-28
941,Consultant,Consulting,Executive,2017-07-29
942,Partner,Audit,Senior,2017-07-30
943,Manager,Audit,Executive,2017-07-31
944,Manager,Advisory,Lead,2017-08-01
945,Manager,Advisory,Junior,2017-08-02
946,Manager,Audit,Junior,2017-08-03
947,Consultant,Consulting,Executive,2017-08-04
948,Director,Advisory,Junior,2017-08-05
949,Partner,Tax,Senior,2017-08-06
950,Analyst,Tax,Senior,2017-08-07
951,Director,Tax,Junior,2017-08-08
952,Manager,Consulting,Senior,2017-08-09
953,Director,Audit,Junior,2017-08-10
954,Partner,Tax,Junior,2017-08-11
955,Analyst,Consulting,Junior,2017-08-12
956,Analyst,Advisory,Executive,2017-08-13
957,Partner,Audit,Junior,2017-08-14
958,Partner,Advisory,Executive,2017-08-15
959,Manager,Consulting,Junior,2017-08-16
960,Analyst,Tax,Junior,2017-08-17
961,Director,Tax,Junior,2017-08-18
962,Consultant,Consulting,Senior,2017-08-19
963,Consultant,Tax,Executive,2017-08-20
964,Partner,Audit,Executive,2017-08-21
965,Manager,Consulting,Junior,2017-08-22
966,Consultant,Advisory,Junior,2017-08-23
967,Analyst,Consulting,Senior,2017-08-24
968,Partner,Audit,Senior,2017-08-25
969,Director,Audit,Senior,2017-08-26
970,Partner,Consulting,Executive,2017-08-27
971,Director,Consulting,Executive,2017-08-28
972,Partner,Tax,Executive,2017-08-29
973,Partner,Audit,Junior,2017-08-30
974,Partner,Consulting,Executive,2017-08-31
975,Director,Consulting,Lead,2017-09-01
976,Director,Audit,Lead,2017-09-02
977,Partner,Consulting,Senior,2017-09-03
978,Consultant,Tax,Executive,2017-09-04
979,Manager,Audit,Lead,2017-09-05
980,Manager,Tax,Senior,2017-09-06
981,Manager,Tax,Executive,2017-09-07
982,Director,Tax,Junior,2017-09-08
983,Director,Tax,Lead,2017-09-09
984,Consultant,Audit,Junior,2017-09-10
985,Manager,Tax,Executive,2017-09-11
986,Manager,Tax,Lead,2017-09-12
987,Partner,Consulting,Executive,2017-09-13
988,Director,Audit,Junior,2017-09-14
989,Manager,Audit,Lead,2017-09-15
990,Consultant,Advisory,Junior,2017-09-16
991,Consultant,Audit,Executive,2017-09-17
992,Manager,Audit,Executive,2017-09-18
993,Director,Advisory,Junior,2017-09-19
994,Consultant,Audit,Lead,2017-09-20
995,Partner,Audit,Junior,2017-09-21
996,Consultant,Audit,Executive,2017-09-22
997,Analyst,Audit,Junior,2017-09-23
998,Analyst,Advisory,Executive,2017-09-24
999,Director,Audit,Junior,2017-09-25
1000,Manager,Audit,Lead,2017-09-26
