completion_id,employee_id,program_id,completion_date,score,time_spent_hours
1129,850,38,2024-02-17 00:00:00,95.4363189977716,18.31463693866415
1130,788,45,2024-02-17 01:00:00,94.09960425898356,7.358249823177847
1131,232,14,2024-02-17 02:00:00,85.85267770773758,8.084110741442714
1132,464,10,2024-02-17 03:00:00,92.34832110800222,16.016361335970764
1133,369,39,2024-02-17 04:00:00,89.45386527852044,4.921939675855178
1134,167,31,2024-02-17 05:00:00,65.59599782846325,13.395828839103514
1135,803,14,2024-02-17 06:00:00,74.9187103700398,4.991592143344744
1136,541,2,2024-02-17 07:00:00,70.35992422622931,17.9413989983932
1137,366,42,2024-02-17 08:00:00,64.04663918157894,3.832726605302139
1138,568,49,2024-02-17 09:00:00,69.77127528998975,5.43131574901235
1139,990,37,2024-02-17 10:00:00,63.58843014157521,11.544099326663318
1140,372,11,2024-02-17 11:00:00,78.9625026552732,5.579594449320595
1141,951,37,2024-02-17 12:00:00,62.24683828726981,10.739228939287928
1142,949,32,2024-02-17 13:00:00,91.07430177347251,17.583494558604237
1143,176,20,2024-02-17 14:00:00,96.20838036309979,18.33919146140633
1144,579,12,2024-02-17 15:00:00,60.43943103304525,9.01371267189286
1145,951,7,2024-02-17 16:00:00,95.2949585301073,12.893048971103598
1146,288,6,2024-02-17 17:00:00,74.90329709662002,8.044557373428152
1147,826,46,2024-02-17 18:00:00,81.41105668639801,14.333142082482253
1148,334,38,2024-02-17 19:00:00,75.66429395643189,15.802433513396554
1149,218,36,2024-02-17 20:00:00,87.94483153763143,2.4294909369028854
1150,325,7,2024-02-17 21:00:00,80.49631918014427,13.928075849748252
1151,28,32,2024-02-17 22:00:00,87.66837387599563,15.099630387170885
1152,840,43,2024-02-17 23:00:00,64.43284319613771,12.380242973097804
1153,621,33,2024-02-18 00:00:00,78.92771430234706,7.868987068809787
1154,752,50,2024-02-18 01:00:00,87.19331022448213,10.820164362717525
1155,481,36,2024-02-18 02:00:00,69.16985949186041,7.671066452372788
1156,740,28,2024-02-18 03:00:00,69.41090642004275,13.942255126628552
1157,828,14,2024-02-18 04:00:00,92.1989277980382,7.521894192206975
1158,781,4,2024-02-18 05:00:00,74.78094689273405,5.46529961359297
1159,468,50,2024-02-18 06:00:00,79.26443917223786,2.081578154968699
1160,274,12,2024-02-18 07:00:00,90.65286105215836,10.0069359753125
1161,947,18,2024-02-18 08:00:00,83.54939765088022,9.868666368941978
1162,50,10,2024-02-18 09:00:00,80.79145260209947,10.884394953020742
1163,980,12,2024-02-18 10:00:00,68.5520635566466,5.4022617986732495
1164,299,44,2024-02-18 11:00:00,80.35309456981523,15.755175271892382
1165,737,2,2024-02-18 12:00:00,72.92084811209281,17.182264848223348
1166,853,36,2024-02-18 13:00:00,87.1244490457319,15.073592898512269
1167,302,10,2024-02-18 14:00:00,93.48492080431197,13.720819819216567
1168,24,44,2024-02-18 15:00:00,61.67689749915993,13.284221078914392
1169,988,30,2024-02-18 16:00:00,83.18505269197273,18.359042419237163
1170,5,17,2024-02-18 17:00:00,94.75348638240266,4.624626426329488
1171,926,22,2024-02-18 18:00:00,73.74228141748074,4.960959713130991
1172,299,37,2024-02-18 19:00:00,90.29696350659889,15.397743246922882
1173,821,12,2024-02-18 20:00:00,79.7924269208826,7.853418054685682
1174,920,33,2024-02-18 21:00:00,83.46134497100059,15.955747664116455
1175,615,32,2024-02-18 22:00:00,99.95614515827995,10.771251015934885
1176,398,16,2024-02-18 23:00:00,80.4469245143364,17.226861241759355
1177,740,23,2024-02-19 00:00:00,78.10800626982912,19.635519279521862
1178,420,26,2024-02-19 01:00:00,71.64319759620989,2.83767871544719
1179,154,15,2024-02-19 02:00:00,79.61207160677567,9.402153650483257
1180,759,31,2024-02-19 03:00:00,65.21788467340674,18.589473420141832
1181,781,37,2024-02-19 04:00:00,67.39257194697703,19.983774785097182
1182,232,10,2024-02-19 05:00:00,90.41478282774167,4.785800624141373
1183,789,49,2024-02-19 06:00:00,69.18746688698211,18.21005817852285
1184,346,21,2024-02-19 07:00:00,72.205552585816,16.775248850743328
1185,354,39,2024-02-19 08:00:00,64.57821735870269,6.413926969220233
1186,552,36,2024-02-19 09:00:00,79.78833160946132,14.49042555886329
1187,206,24,2024-02-19 10:00:00,90.01430148077141,12.881166492742699
1188,981,7,2024-02-19 11:00:00,88.30410094327517,15.414994813041165
1189,811,24,2024-02-19 12:00:00,79.70386578426627,13.571024244319966
1190,571,20,2024-02-19 13:00:00,67.07540132779856,4.791858044544553
1191,561,44,2024-02-19 14:00:00,96.61317389911432,15.148250289748566
1192,175,5,2024-02-19 15:00:00,93.38828539457185,12.094560941883884
1193,754,5,2024-02-19 16:00:00,90.5074724754694,9.68614225116511
1194,147,50,2024-02-19 17:00:00,62.21254427375807,8.420135507559063
1195,908,16,2024-02-19 18:00:00,77.74212657281541,5.204726180316532
1196,292,49,2024-02-19 19:00:00,85.82418553080956,13.839719420514111
1197,378,20,2024-02-19 20:00:00,74.2003288803784,12.254157455908771
1198,862,24,2024-02-19 21:00:00,77.82681434312178,18.808625103538432
1199,876,44,2024-02-19 22:00:00,89.8570067744406,18.446075465334843
1200,33,4,2024-02-19 23:00:00,71.25257573672387,13.616259677885369
1201,620,5,2024-02-20 00:00:00,92.52912992654059,14.242594958813642
1202,383,9,2024-02-20 01:00:00,94.14643927498634,2.8402528525194577
1203,343,49,2024-02-20 02:00:00,65.62029967352939,14.582407145532757
1204,830,19,2024-02-20 03:00:00,97.18466369319279,11.654073285161132
1205,937,35,2024-02-20 04:00:00,97.39744932886937,5.093255265127825
1206,461,44,2024-02-20 05:00:00,73.49138867768244,6.565896933679075
1207,220,8,2024-02-20 06:00:00,80.0923833183353,10.104572640286932
1208,220,28,2024-02-20 07:00:00,74.88855723498934,5.027670198002252
1209,787,24,2024-02-20 08:00:00,78.06368471578114,8.579449981556815
1210,101,33,2024-02-20 09:00:00,84.5419619504126,16.73710001013317
1211,543,20,2024-02-20 10:00:00,75.99540206157849,13.420203042397015
1212,562,27,2024-02-20 11:00:00,76.27470481023785,14.929733596048088
1213,682,21,2024-02-20 12:00:00,65.37156838680933,6.547148908766744
1214,871,25,2024-02-20 13:00:00,92.34632039520882,18.15753122113378
1215,17,39,2024-02-20 14:00:00,80.7277098284952,2.6231315107503783
1216,732,12,2024-02-20 15:00:00,71.03703738138236,8.502526512400758
1217,708,41,2024-02-20 16:00:00,72.17944609998486,6.362442326643706
1218,774,27,2024-02-20 17:00:00,61.718916841856235,10.697906213839323
1219,316,10,2024-02-20 18:00:00,73.89930149368674,13.751690533409505
1220,787,1,2024-02-20 19:00:00,70.98386947912093,18.889618640680858
1221,698,47,2024-02-20 20:00:00,85.9595103904501,12.74770085152951
1222,215,18,2024-02-20 21:00:00,73.86773502421602,17.77744451907728
1223,552,4,2024-02-20 22:00:00,76.10545662617378,8.012974149977635
1224,380,19,2024-02-20 23:00:00,90.7353949461882,14.022743531730692
1225,813,45,2024-02-21 00:00:00,91.23770733336718,16.87566683309428
1226,42,16,2024-02-21 01:00:00,76.08009116362791,15.149578580561373
1227,838,42,2024-02-21 02:00:00,86.83671836110106,10.153286386773958
1228,152,6,2024-02-21 03:00:00,70.25894545957239,17.623789736172913
1229,662,4,2024-02-21 04:00:00,61.42802501082294,6.55390201025002
1230,53,38,2024-02-21 05:00:00,63.24607740511388,2.6673800852013594
1231,725,2,2024-02-21 06:00:00,65.52772630576403,17.772378790685508
1232,334,13,2024-02-21 07:00:00,70.44049448360681,15.953688833292228
1233,152,4,2024-02-21 08:00:00,71.90549490583504,9.210256951462979
1234,921,13,2024-02-21 09:00:00,69.0694561859437,10.946171038835523
1235,145,41,2024-02-21 10:00:00,82.67038336656381,12.825996700071878
1236,123,16,2024-02-21 11:00:00,80.36033443938152,15.171100125458201
1237,115,17,2024-02-21 12:00:00,77.26581922369306,2.3106621088373798
1238,878,47,2024-02-21 13:00:00,69.77880560263362,17.08189104647675
1239,931,28,2024-02-21 14:00:00,82.40251480357492,6.005977358808887
1240,209,47,2024-02-21 15:00:00,61.937505429932045,3.0588110033584845
1241,568,34,2024-02-21 16:00:00,82.72802537705694,2.8163019845622665
1242,284,22,2024-02-21 17:00:00,98.44016764453707,11.778539621653525
1243,706,26,2024-02-21 18:00:00,92.45566519459422,13.588643287689536
1244,546,44,2024-02-21 19:00:00,84.25369842681059,11.959424109423296
1245,65,35,2024-02-21 20:00:00,72.92662593972287,9.408614064515506
1246,623,49,2024-02-21 21:00:00,97.22602451619285,2.839668679316243
1247,896,24,2024-02-21 22:00:00,95.44068917230976,9.24317056191878
1248,643,46,2024-02-21 23:00:00,96.04757273868077,16.950905165236414
1249,443,20,2024-02-22 00:00:00,81.27249230484043,19.93968588986305
1250,824,44,2024-02-22 01:00:00,86.87294600038771,10.774017149494567
1251,22,15,2024-02-22 02:00:00,84.33226908493717,6.664779204663644
1252,426,12,2024-02-22 03:00:00,93.16687383576365,5.111614404733006
1253,388,32,2024-02-22 04:00:00,77.77070126008944,10.020330211413372
1254,463,26,2024-02-22 05:00:00,85.46319034633078,16.931478540745054
1255,100,6,2024-02-22 06:00:00,88.52175579115601,6.474168693396457
1256,743,22,2024-02-22 07:00:00,60.917541009807024,19.13655057410766
1257,630,19,2024-02-22 08:00:00,96.38220073225611,5.586461106150222
1258,780,13,2024-02-22 09:00:00,94.06566668382675,5.953666181848473
1259,293,30,2024-02-22 10:00:00,94.41854707473401,7.2492401949962355
1260,752,43,2024-02-22 11:00:00,69.90155266445,11.04148685003435
1261,553,23,2024-02-22 12:00:00,75.78839548799643,6.428749826653911
1262,58,21,2024-02-22 13:00:00,98.577064853659,18.55241626555074
1263,63,27,2024-02-22 14:00:00,77.05790891048186,18.337993310082695
1264,327,6,2024-02-22 15:00:00,90.7663016186801,7.1093669064913
1265,479,25,2024-02-22 16:00:00,83.18855734538636,13.337732398968047
1266,901,18,2024-02-22 17:00:00,94.81749171466105,5.045373119244459
1267,91,49,2024-02-22 18:00:00,97.51377833551734,5.761855923935644
1268,345,34,2024-02-22 19:00:00,79.644304612974,18.63915883580209
1269,529,29,2024-02-22 20:00:00,87.11469290114746,2.9359651603644705
1270,924,45,2024-02-22 21:00:00,77.54679717288784,13.424164002353201
1271,887,23,2024-02-22 22:00:00,93.2167500679048,12.571728404809472
1272,923,1,2024-02-22 23:00:00,87.76306643233255,12.732206044354198
1273,437,31,2024-02-23 00:00:00,79.93201456768293,17.596788738895334
1274,794,1,2024-02-23 01:00:00,85.00238062197347,3.305747784947889
1275,689,7,2024-02-23 02:00:00,92.00242928261558,17.688103798085187
1276,93,37,2024-02-23 03:00:00,86.0481144535037,5.049518555558626
1277,316,37,2024-02-23 04:00:00,70.05404403116516,6.089775483310278
1278,539,43,2024-02-23 05:00:00,91.615825200833,19.56769215858977
1279,593,30,2024-02-23 06:00:00,68.0396992904095,18.03462394034927
1280,637,35,2024-02-23 07:00:00,84.93672435774707,18.37730385401207
1281,38,4,2024-02-23 08:00:00,68.65128189938315,6.53791750661963
1282,336,5,2024-02-23 09:00:00,95.26106507261663,6.775886066166693
1283,905,17,2024-02-23 10:00:00,63.7819251031955,11.58507466588619
1284,800,50,2024-02-23 11:00:00,74.71591219571549,4.24546079198004
1285,769,24,2024-02-23 12:00:00,85.48487911408084,4.874690577526509
1286,521,1,2024-02-23 13:00:00,93.19115069871447,18.766542267356236
1287,306,10,2024-02-23 14:00:00,99.55370274989755,16.446240234100223
1288,455,11,2024-02-23 15:00:00,92.32388601805364,9.398780087312602
1289,748,45,2024-02-23 16:00:00,66.14098297086974,9.035253657998263
1290,933,38,2024-02-23 17:00:00,97.11662549776145,15.789233380000361
1291,744,39,2024-02-23 18:00:00,69.19667443574197,2.61151954255899
1292,755,32,2024-02-23 19:00:00,63.71100435689953,11.480486917834519
1293,877,3,2024-02-23 20:00:00,72.64450721170212,7.662889812752871
1294,508,20,2024-02-23 21:00:00,67.53873855459543,13.526044257517858
1295,511,4,2024-02-23 22:00:00,76.30652600796255,8.14957873473756
1296,134,14,2024-02-23 23:00:00,86.88512643452512,7.4370958292664655
1297,165,42,2024-02-24 00:00:00,96.0148796051993,8.215348190542326
1298,126,28,2024-02-24 01:00:00,83.86177707336427,11.67644600609535
1299,807,7,2024-02-24 02:00:00,87.28136110290322,13.79999783740207
1300,644,33,2024-02-24 03:00:00,71.76826573363057,17.790699078297603
1301,945,22,2024-02-24 04:00:00,76.62316215531081,9.48870909739088
1302,421,45,2024-02-24 05:00:00,77.22692095729803,2.478369134799415
1303,202,4,2024-02-24 06:00:00,79.54228684550783,13.487214889264491
1304,906,49,2024-02-24 07:00:00,69.96177248423714,13.47759573763042
1305,113,28,2024-02-24 08:00:00,63.10972123757488,11.004784770183662
1306,867,45,2024-02-24 09:00:00,65.60295714571956,15.531307605544585
1307,520,27,2024-02-24 10:00:00,70.96560961222457,11.271888991700056
1308,535,17,2024-02-24 11:00:00,67.27867020495802,10.90393662551852
1309,113,8,2024-02-24 12:00:00,95.45446882746936,19.003539126678874
1310,244,39,2024-02-24 13:00:00,91.5975988541986,11.82558995498841
1311,839,50,2024-02-24 14:00:00,68.90875905436154,19.35470692210607
1312,373,34,2024-02-24 15:00:00,73.54377968671082,15.404681105305352
1313,191,24,2024-02-24 16:00:00,88.75773459093232,14.722210935885387
1314,578,23,2024-02-24 17:00:00,71.1611082284368,18.113563518680152
1315,294,29,2024-02-24 18:00:00,64.16109394481683,16.657896009077014
1316,660,21,2024-02-24 19:00:00,99.08603400000855,5.176443106115292
1317,927,17,2024-02-24 20:00:00,71.69507306639784,6.527340541493365
1318,670,1,2024-02-24 21:00:00,69.4632313583441,10.536269309416314
1319,176,2,2024-02-24 22:00:00,93.33754463753866,14.410053708927277
1320,729,33,2024-02-24 23:00:00,88.6948819667515,18.187875309662157
1321,10,19,2024-02-25 00:00:00,99.67177886598226,8.694866170807583
1322,700,48,2024-02-25 01:00:00,74.91531733637093,3.559833698928946
1323,81,20,2024-02-25 02:00:00,72.679200654976,6.378004493991405
1324,905,7,2024-02-25 03:00:00,73.66062091117948,13.016311480916876
1325,875,46,2024-02-25 04:00:00,67.5866857548333,6.959885052618333
1326,826,30,2024-02-25 05:00:00,90.26681310082351,4.289093209950737
1327,928,24,2024-02-25 06:00:00,75.23995594115908,14.614040210648168
1328,88,37,2024-02-25 07:00:00,65.76514859814817,11.029527681003888
1329,400,21,2024-02-25 08:00:00,92.34912936967264,12.20892584112965
1330,110,34,2024-02-25 09:00:00,81.42806281545793,6.044622317959752
1331,268,46,2024-02-25 10:00:00,89.07562563223141,14.091564845494469
1332,419,23,2024-02-25 11:00:00,73.04149652408049,6.817742961065628
1333,245,20,2024-02-25 12:00:00,72.2650973166418,15.606801415960433
1334,363,6,2024-02-25 13:00:00,66.18283564266736,19.483970556436514
1335,943,8,2024-02-25 14:00:00,86.82434893682995,9.903408962403297
1336,494,39,2024-02-25 15:00:00,91.18574671100663,12.600795664636916
1337,657,15,2024-02-25 16:00:00,98.4083582563735,4.741931491241923
1338,797,47,2024-02-25 17:00:00,77.05938269066586,14.743764907911087
1339,569,8,2024-02-25 18:00:00,95.20175708962414,11.93869866866052
1340,292,11,2024-02-25 19:00:00,71.2226721601501,11.055152172815479
1341,483,31,2024-02-25 20:00:00,77.86012461632316,14.633646795876896
1342,196,47,2024-02-25 21:00:00,89.23903089424752,12.906323162930619
1343,7,26,2024-02-25 22:00:00,88.05693827295514,4.77202914308154
1344,659,15,2024-02-25 23:00:00,78.36738638136097,6.05299830709454
1345,495,1,2024-02-26 00:00:00,64.3650779493257,19.21989386695334
1346,540,14,2024-02-26 01:00:00,95.298584768625,8.642851250790192
1347,617,47,2024-02-26 02:00:00,78.23848715754819,15.566091800260615
1348,214,32,2024-02-26 03:00:00,70.93423675527877,3.4584033110854895
1349,917,25,2024-02-26 04:00:00,91.14536118705135,11.008179169022426
1350,517,50,2024-02-26 05:00:00,61.492551117038275,7.273687145778056
1351,109,38,2024-02-26 06:00:00,84.09145229416461,5.912097273150615
1352,177,38,2024-02-26 07:00:00,80.64851685309509,8.52369784429412
1353,511,44,2024-02-26 08:00:00,76.27154239351543,6.634771057490076
1354,480,42,2024-02-26 09:00:00,73.30006619672889,12.393361121280444
1355,764,23,2024-02-26 10:00:00,60.47064747345399,2.105923908481091
1356,897,11,2024-02-26 11:00:00,76.88938067004219,2.9336321078730396
1357,960,29,2024-02-26 12:00:00,93.7117319407472,4.094246281411008
1358,468,8,2024-02-26 13:00:00,68.73536254012177,14.293073457819506
1359,412,23,2024-02-26 14:00:00,81.23939071829106,10.504896933463986
1360,889,12,2024-02-26 15:00:00,72.64530080540852,8.364203775997925
1361,300,6,2024-02-26 16:00:00,79.09141085451306,9.458503424641448
1362,374,7,2024-02-26 17:00:00,75.99813017993702,7.959154653980775
1363,944,32,2024-02-26 18:00:00,80.54012103529462,7.027617635005862
1364,485,15,2024-02-26 19:00:00,87.55839055106223,12.213918970123226
1365,508,40,2024-02-26 20:00:00,63.53421612478905,17.90310835677912
1366,140,35,2024-02-26 21:00:00,79.52107787371176,19.063501072290233
1367,18,16,2024-02-26 22:00:00,96.93331829905165,2.215755056970597
1368,629,37,2024-02-26 23:00:00,99.85451245924133,8.910992639429207
1369,301,9,2024-02-27 00:00:00,67.64766658188704,16.9083424921887
1370,563,12,2024-02-27 01:00:00,67.11550528025381,10.149790225936501
1371,498,37,2024-02-27 02:00:00,60.80656857952397,13.786705792927345
1372,5,14,2024-02-27 03:00:00,99.82076862187522,9.725950461415728
1373,415,24,2024-02-27 04:00:00,96.98648430094713,9.26748950635178
1374,706,49,2024-02-27 05:00:00,94.02929975944076,5.237331351296662
1375,813,6,2024-02-27 06:00:00,94.99557403315035,11.510721066740867
1376,571,18,2024-02-27 07:00:00,72.63319885334461,10.394564414613567
1377,713,20,2024-02-27 08:00:00,80.88099205117754,8.538850347909062
1378,898,29,2024-02-27 09:00:00,92.50417064283374,8.421574532976814
1379,338,49,2024-02-27 10:00:00,70.29216173569228,5.6262283147626535
1380,696,34,2024-02-27 11:00:00,80.55538575560325,13.345061413575454
1381,803,12,2024-02-27 12:00:00,64.01397532458927,15.001300195609833
1382,940,2,2024-02-27 13:00:00,80.32631492710995,15.550709192294761
1383,665,12,2024-02-27 14:00:00,87.49469011635514,15.341229441127815
1384,784,19,2024-02-27 15:00:00,71.20674231622695,11.660511295001877
1385,314,10,2024-02-27 16:00:00,66.6579207180475,12.762919376662245
1386,297,27,2024-02-27 17:00:00,95.40349334689034,12.380181353621698
1387,300,48,2024-02-27 18:00:00,82.58881332446052,14.26982457011017
1388,622,20,2024-02-27 19:00:00,87.97106403446053,4.418435016350351
1389,660,35,2024-02-27 20:00:00,79.40624942914096,4.828851339585478
1390,571,18,2024-02-27 21:00:00,64.61734939927608,3.8108876099694458
1391,708,39,2024-02-27 22:00:00,62.20531787622703,3.7446748152998497
1392,885,17,2024-02-27 23:00:00,94.34606976093859,5.886161981029781
1393,288,25,2024-02-28 00:00:00,81.3744075065035,8.588947031643704
1394,244,20,2024-02-28 01:00:00,94.70550524083579,9.860598021951448
1395,340,24,2024-02-28 02:00:00,95.65152500511556,9.924265049115625
1396,960,26,2024-02-28 03:00:00,88.73422161391252,5.349629293410427
1397,295,44,2024-02-28 04:00:00,83.40976733257504,11.114509420454386
1398,399,39,2024-02-28 05:00:00,62.74787499664187,7.1310625733698565
1399,402,25,2024-02-28 06:00:00,86.1357810442094,8.609926766113858
1400,711,7,2024-02-28 07:00:00,69.4793837718808,13.433097874620206
1401,963,17,2024-02-28 08:00:00,76.86598130161009,15.577183768375797
1402,200,28,2024-02-28 09:00:00,69.51883711393245,10.78930902643182
1403,797,38,2024-02-28 10:00:00,60.124310583837534,8.341857190448955
1404,456,41,2024-02-28 11:00:00,70.58941304353813,4.2672510425789225
1405,129,20,2024-02-28 12:00:00,66.15484541034539,9.428719256498908
1406,363,34,2024-02-28 13:00:00,70.35467121831796,18.451356269352623
1407,118,38,2024-02-28 14:00:00,71.36784301212978,5.015594424643141
1408,213,11,2024-02-28 15:00:00,84.68027168839537,12.42382621495278
1409,231,30,2024-02-28 16:00:00,83.1312924891664,13.348227028643135
1410,45,3,2024-02-28 17:00:00,64.66054179257823,8.220256256259455
1411,578,15,2024-02-28 18:00:00,80.0119349152203,14.995359582408309
1412,290,15,2024-02-28 19:00:00,61.36284724205931,8.193149383656463
1413,405,3,2024-02-28 20:00:00,71.34180163541222,17.638327367498263
1414,176,11,2024-02-28 21:00:00,91.01573503607537,2.828885988973857
1415,161,35,2024-02-28 22:00:00,69.57024775371177,5.61116548853003
1416,888,22,2024-02-28 23:00:00,69.79627295069653,2.411728349322261
1417,103,18,2024-02-29 00:00:00,79.17562710554265,4.462008253294004
1418,953,45,2024-02-29 01:00:00,87.25134870767414,14.833534240596467
1419,552,39,2024-02-29 02:00:00,75.3945866778678,6.041365490666409
1420,199,19,2024-02-29 03:00:00,89.09847403456976,3.0049776808405966
1421,527,46,2024-02-29 04:00:00,85.13934047228895,11.605387419228956
1422,457,40,2024-02-29 05:00:00,93.50881789699534,14.799533299176671
1423,670,17,2024-02-29 06:00:00,92.95624402182992,10.076579709899919
1424,812,47,2024-02-29 07:00:00,66.67854520827808,7.415709088557932
1425,627,1,2024-02-29 08:00:00,76.40565053380584,3.5213161062039227
1426,695,35,2024-02-29 09:00:00,96.0179940556774,8.594500848040983
1427,252,25,2024-02-29 10:00:00,96.63501431467076,11.045662414649101
1428,501,9,2024-02-29 11:00:00,69.46289834116143,2.9825334549631632
1429,17,14,2024-02-29 12:00:00,88.59950150487583,13.98016688995025
1430,998,15,2024-02-29 13:00:00,74.61659602916897,16.453948283935404
1431,361,19,2024-02-29 14:00:00,79.04798735862994,18.521997788221285
1432,935,41,2024-02-29 15:00:00,62.431600381376064,15.340270583561823
1433,816,47,2024-02-29 16:00:00,83.5585296696558,10.558333902508373
1434,853,24,2024-02-29 17:00:00,86.31522405943525,18.77185090262207
1435,899,43,2024-02-29 18:00:00,85.22442666505583,16.469703658400206
1436,421,50,2024-02-29 19:00:00,92.15712791816898,7.161758811086745
1437,273,32,2024-02-29 20:00:00,84.64113721058794,7.204930217384752
1438,593,16,2024-02-29 21:00:00,90.82555644725744,5.802424284975396
1439,502,11,2024-02-29 22:00:00,68.27612601566992,15.149443515062703
1440,715,11,2024-02-29 23:00:00,66.60099913153358,16.05693302183913
1441,202,23,2024-03-01 00:00:00,93.96018566780984,16.606003214816287
1442,705,40,2024-03-01 01:00:00,91.78671016336071,5.662236427903706
1443,202,43,2024-03-01 02:00:00,61.04012598550616,18.547510198320293
1444,537,20,2024-03-01 03:00:00,70.31176859283448,3.9271633596225772
1445,528,39,2024-03-01 04:00:00,67.7549659743893,11.1749056575591
1446,695,3,2024-03-01 05:00:00,89.7327761929817,12.109128058308956
1447,571,38,2024-03-01 06:00:00,62.22889142477274,8.743245506990188
1448,102,18,2024-03-01 07:00:00,67.36398289860232,7.547397407814727
1449,246,40,2024-03-01 08:00:00,99.06566254339295,10.58287856050941
1450,800,24,2024-03-01 09:00:00,62.132239744758174,3.0069898101011976
1451,191,20,2024-03-01 10:00:00,63.379351352177814,9.911084097969614
1452,52,14,2024-03-01 11:00:00,93.09929341814721,9.641526644253801
1453,281,21,2024-03-01 12:00:00,76.9651970712068,4.167599231116333
1454,397,21,2024-03-01 13:00:00,88.12884667804138,18.630564145009405
1455,363,11,2024-03-01 14:00:00,62.749038775104154,16.75592997875645
1456,592,45,2024-03-01 15:00:00,95.55651622107158,12.010330307260666
1457,370,35,2024-03-01 16:00:00,84.20385724348321,4.688760219561839
1458,873,46,2024-03-01 17:00:00,83.40106354049753,5.90042378700365
1459,340,36,2024-03-01 18:00:00,98.69517404948928,3.8269024847603736
1460,540,44,2024-03-01 19:00:00,60.814034475998014,2.344704819223744
1461,188,9,2024-03-01 20:00:00,96.51401148510789,4.180612037580623
1462,8,2,2024-03-01 21:00:00,89.67155287587934,16.54893392084924
1463,505,19,2024-03-01 22:00:00,78.81637044283359,5.882298320057169
1464,415,34,2024-03-01 23:00:00,62.29234658949321,4.451724139652577
1465,220,9,2024-03-02 00:00:00,88.24613520364399,17.38708837411183
1466,477,19,2024-03-02 01:00:00,72.2269722872755,10.930627380767781
1467,618,17,2024-03-02 02:00:00,60.53666643814275,4.076083073137376
1468,318,45,2024-03-02 03:00:00,73.20662805387914,6.4902592392285765
1469,930,18,2024-03-02 04:00:00,67.67139413151887,7.474734443593584
1470,613,37,2024-03-02 05:00:00,67.70081442010732,15.022597989691016
1471,938,19,2024-03-02 06:00:00,78.35748239239017,12.767447130279859
1472,764,37,2024-03-02 07:00:00,67.36282611033474,11.757460375859965
1473,980,27,2024-03-02 08:00:00,75.50654505473025,17.455114357679342
1474,965,44,2024-03-02 09:00:00,90.80452607058074,2.9058592040882107
1475,91,22,2024-03-02 10:00:00,89.3360763817,19.08649262222454
1476,613,19,2024-03-02 11:00:00,63.15279485648205,16.654634399125456
1477,293,8,2024-03-02 12:00:00,67.18580742282681,12.61869131248997
1478,31,10,2024-03-02 13:00:00,95.9896737121818,8.82654525080998
1479,161,48,2024-03-02 14:00:00,94.26883252278236,4.00987540067077
1480,752,42,2024-03-02 15:00:00,68.04385044297895,17.745831674516985
1481,608,26,2024-03-02 16:00:00,88.13749673646814,8.168083226900364
1482,849,42,2024-03-02 17:00:00,69.92530555856283,14.494568601596582
1483,939,9,2024-03-02 18:00:00,99.26136153687288,16.37321179901926
1484,791,5,2024-03-02 19:00:00,81.85130503209027,18.50655712155166
1485,941,7,2024-03-02 20:00:00,68.84920898699013,13.32500408973095
1486,41,37,2024-03-02 21:00:00,80.21506416401091,17.850313542476325
1487,229,47,2024-03-02 22:00:00,91.22044091686305,14.171105885015187
1488,763,23,2024-03-02 23:00:00,70.22034389021267,14.74834676457715
1489,889,48,2024-03-03 00:00:00,82.95061567179985,16.63087386859214
1490,593,49,2024-03-03 01:00:00,91.57532994890693,4.106209258685981
1491,624,38,2024-03-03 02:00:00,63.257965842890734,15.855730913916194
1492,530,28,2024-03-03 03:00:00,80.39672157636105,13.182383333006154
1493,910,35,2024-03-03 04:00:00,75.77076172131457,11.675349306774232
1494,912,32,2024-03-03 05:00:00,67.05833566627004,3.5359603022275095
1495,125,10,2024-03-03 06:00:00,81.13407659338702,11.450702539640163
1496,280,14,2024-03-03 07:00:00,69.45190547770873,6.708031324330847
1497,487,1,2024-03-03 08:00:00,91.15372545403065,16.17747097125103
1498,707,47,2024-03-03 09:00:00,95.98496394939927,16.69201786597519
1499,909,50,2024-03-03 10:00:00,70.96098274930186,8.865402753253294
1500,807,11,2024-03-03 11:00:00,68.95379073928156,12.548882503991113
1501,21,4,2024-03-03 12:00:00,67.52227530314771,7.806217729155436
1502,573,37,2024-03-03 13:00:00,90.18772021049065,10.083904973915763
1503,915,6,2024-03-03 14:00:00,64.27608877386193,9.142640121960198
1504,720,28,2024-03-03 15:00:00,96.98987012931016,19.46901132283221
1505,284,17,2024-03-03 16:00:00,60.795106182028874,4.033800700991409
1506,69,21,2024-03-03 17:00:00,75.57468326785883,18.76731719462835
1507,392,42,2024-03-03 18:00:00,95.35888280890109,13.051946235170462
1508,399,49,2024-03-03 19:00:00,79.25258072871748,10.32873358015335
1509,502,50,2024-03-03 20:00:00,69.66457023450783,15.615751396814078
1510,201,6,2024-03-03 21:00:00,82.52443931683987,11.044958501246448
1511,914,21,2024-03-03 22:00:00,77.96797321444458,9.252233830677325
1512,532,22,2024-03-03 23:00:00,69.79602643757369,6.705983847070739
1513,228,10,2024-03-04 00:00:00,86.18374611341957,10.180936855463152
1514,685,41,2024-03-04 01:00:00,89.22792845468845,18.15271759714452
1515,59,4,2024-03-04 02:00:00,69.33077183272991,3.5574071658329043
